DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL RAINFALL,AVG_TEMP,HUMIDITY,ELEVATION,FLOOD_RISK_INDEX,FLOODS
Bengaluru,2019,8.782,8.25,15.396,28.405,57.498,176.995,207.489,176.361,116.807,41.566,26.327,9.678,919.263,27.99,53.36,416.09,0.252,YES
Durgapur,2002,16.228,14.594,31.283,49.304,95.11,282.167,365.617,317.43,185.719,76.454,40.892,16.516,1519.266,20.3,73.69,1065.22,0.366,YES
Mumbai,2010,24.752,25.358,53.122,93.576,170.673,485.036,626.906,581.532,317.291,135.157,84.462,28.989,2605.206,25.76,74.0,64.78,0.703,YES
Noida,2008,5.793,6.533,13.848,19.009,39.9,111.569,162.224,109.853,68.444,29.522,19.148,6.571,620.846,33.38,25.41,142.94,0.109,NO
Mangaluru,2008,21.765,20.391,50.682,75.035,171.698,486.157,562.447,460.25,283.276,107.269,72.981,23.708,2342.864,29.29,86.11,35.6,0.713,YES
Silchar,2014,5.753,6.364,11.545,18.649,35.969,126.431,154.597,141.845,81.182,31.888,16.552,5.315,583.155,28.4,46.99,136.17,0.2,YES
Rangareddy,2011,12.865,14.577,31.331,36.572,88.902,278.33,307.379,265.674,187.16,74.354,45.062,12.505,1387.015,20.47,72.28,797.24,0.372,YES
Adilabad,2020,5.528,6.41,10.277,21.002,50.386,123.425,177.182,141.673,71.358,32.148,19.152,7.322,669.743,22.31,63.8,230.89,0.279,NO
Delhi,2006,9.552,9.409,16.801,30.346,63.427,186.817,261.0,189.786,105.518,42.283,22.07,7.506,889.978,18.45,64.66,150.86,0.334,YES
Anand,2012,29.702,21.954,60.254,88.674,174.954,557.137,723.414,552.234,368.744,117.756,86.218,25.694,2736.007,23.42,90.09,28.66,0.804,NO
Alwar,2021,16.759,17.931,38.441,60.995,129.197,385.158,487.032,370.007,229.623,107.234,70.888,20.707,2028.449,20.79,85.72,1077.95,0.512,NO
Nashik,1999,20.539,20.109,38.959,64.317,155.855,358.341,559.418,471.341,218.752,110.692,70.761,21.723,2027.194,27.1,81.75,19.99,0.638,YES
Karimnagar,1999,5.98,6.561,11.184,17.689,39.485,105.333,152.797,125.434,77.877,21.303,18.593,6.135,608.663,31.68,66.44,232.7,0.28,NO
Thane,1997,22.867,24.525,55.204,77.748,179.343,559.156,790.183,500.869,315.593,116.888,93.512,24.281,2566.603,30.49,79.54,2.9,0.729,NO
Nadia,2009,17.599,22.819,36.048,72.796,159.244,385.498,573.095,415.321,268.801,93.652,55.795,22.166,2148.318,29.04,86.07,59.11,0.674,YES
Akola,2021,23.368,18.395,36.492,56.992,119.427,415.005,535.923,412.229,231.953,88.241,71.161,17.977,1966.325,26.07,77.34,47.73,0.603,YES
Aurangabad,2003,9.643,8.68,18.142,32.833,70.863,193.221,243.273,200.626,118.464,60.289,30.544,10.729,1057.456,27.65,60.54,348.33,0.319,NO
Madurai,2017,21.998,22.072,42.116,62.495,162.926,446.982,505.247,312.291,246.496,94.469,59.549,18.977,2186.869,18.84,80.37,1129.22,0.51,NO
Akola,2013,28.057,28.04,54.096,72.908,164.275,427.694,686.027,546.52,316.572,111.774,72.884,24.842,2514.209,27.03,81.09,19.32,0.724,NO
Siliguri,2004,6.309,8.758,13.254,21.196,44.135,150.134,186.806,168.275,83.239,34.155,23.172,6.072,766.27,30.2,62.91,308.44,0.282,NO
Pune,2011,6.04,4.626,12.597,14.723,31.986,112.814,140.251,112.459,64.603,32.619,13.832,6.056,532.994,28.28,62.51,130.55,0.262,NO
Mysuru,2019,18.954,26.32,46.77,78.333,172.226,353.527,545.625,395.153,311.552,121.984,68.791,21.657,2258.847,18.75,85.43,835.54,0.586,NO
Suryapet,1993,13.138,11.397,25.918,37.348,81.026,269.625,374.541,216.085,165.545,57.935,40.022,11.827,1260.463,22.73,60.98,440.81,0.346,NO
Pune,2002,10.433,10.539,24.439,31.969,72.733,213.321,319.862,227.152,121.184,61.832,32.848,9.827,1075.519,31.55,54.06,152.5,0.32,NO
Agra,2012,32.129,30.448,43.277,95.803,193.115,539.559,622.637,626.165,365.471,169.229,85.34,29.424,3091.198,27.87,79.74,48.3,0.82,NO
Tinsukia,1997,31.022,20.781,58.089,71.629,235.651,555.315,606.737,445.729,323.465,104.75,83.036,22.287,2589.568,24.56,86.46,25.7,0.761,YES
Jorhat,2007,3.796,3.025,8.516,12.963,29.508,69.59,120.162,82.707,47.809,22.705,12.055,4.389,420.344,28.23,53.57,230.56,0.187,NO
Jodhpur,2001,5.378,6.309,12.588,16.705,41.451,116.365,143.993,102.796,62.662,28.04,17.619,5.317,583.27,23.0,43.93,292.3,0.165,NO
Shivamogga,2020,7.937,6.111,15.856,23.96,60.022,181.065,211.703,187.005,94.83,39.812,25.695,7.841,792.569,15.55,52.24,229.79,0.25,NO
Amravati,2003,20.322,23.906,45.077,67.212,134.407,460.017,529.759,378.748,269.786,92.486,47.871,17.224,2101.741,30.86,77.24,56.48,0.626,YES
Bikaner,2023,6.004,7.106,12.7,18.283,48.788,129.432,169.698,135.122,71.571,30.074,16.933,6.669,615.741,26.48,44.86,177.77,0.191,NO
Hubballi,2007,5.512,5.727,12.479,19.058,46.566,125.149,151.378,134.759,82.298,26.078,20.867,6.078,628.364,25.12,44.17,102.47,0.2,NO
Tiruchirappalli,2023,3.583,2.889,5.564,9.869,26.234,51.761,83.71,65.25,36.952,18.65,7.495,3.433,308.939,27.74,37.71,235.48,0.094,NO
Rangareddy,2000,15.68,16.001,31.639,43.878,96.976,268.348,378.236,285.614,167.861,67.492,41.121,15.4,1428.961,18.99,82.6,1194.33,0.372,YES
Khammam,2001,8.904,9.962,15.37,28.317,55.94,199.241,249.644,152.681,98.484,41.225,30.028,8.359,888.738,23.62,54.32,151.98,0.287,NO
Rajkot,2004,4.204,3.673,8.712,13.185,32.129,77.312,98.353,77.567,47.321,18.828,13.046,3.634,393.304,26.38,35.97,286.37,0.095,YES
Bhavnagar,2020,5.632,5.825,11.99,15.103,39.02,114.547,154.33,111.853,67.876,28.966,18.943,4.542,571.473,29.83,43.03,327.09,0.154,NO
Murshidabad,2018,5.126,5.665,9.305,14.071,39.851,97.9,122.749,104.253,42.703,20.749,16.098,4.948,507.207,29.04,49.66,110.86,0.202,NO
Goalpara,2015,21.15,20.082,41.807,72.171,152.449,475.442,529.072,430.725,266.333,113.133,59.02,21.439,2149.472,25.08,67.65,1551.4,0.388,YES
Dibrugarh,2007,10.064,12.422,17.864,34.277,69.709,191.364,261.674,243.716,121.199,44.229,29.322,10.927,1079.314,24.54,60.5,300.6,0.33,NO
Nalanda,2021,7.032,8.994,14.124,23.952,63.529,159.345,181.546,166.247,95.697,47.025,27.234,8.813,838.856,25.83,55.66,289.64,0.265,YES
Nadia,2011,12.353,12.057,24.101,30.658,86.312,226.994,305.527,247.818,140.736,67.384,33.005,11.718,1232.661,17.25,72.38,1665.26,0.226,YES
Bharatpur,2006,24.873,28.689,51.595,77.019,195.696,487.504,699.214,534.818,346.805,123.715,74.882,26.083,2571.782,29.94,79.95,75.13,0.722,YES
Bikaner,2012,2.42,2.621,4.764,6.529,19.35,58.015,51.322,51.028,31.397,12.469,8.453,2.108,243.451,36.66,50.92,137.66,0.156,YES
Amravati,2013,7.886,8.447,18.253,28.1,51.448,137.46,225.229,169.101,101.94,45.147,23.042,8.157,835.761,25.61,60.1,223.81,0.294,NO
Nizamabad,1997,4.123,3.545,7.41,11.875,28.858,67.017,104.468,81.771,43.05,23.993,10.635,4.205,391.741,27.48,71.19,232.58,0.261,NO
Kota,1995,4.355,4.062,8.551,13.39,38.129,72.471,77.214,76.187,50.695,22.597,12.835,4.173,423.736,30.72,51.9,231.53,0.18,NO
Kutch,1994,16.211,12.941,32.776,44.772,113.114,254.538,338.925,239.971,173.685,72.514,50.623,14.165,1405.19,21.43,78.26,984.61,0.377,NO
Khammam,2018,6.945,8.96,14.878,21.442,61.331,151.163,192.412,186.7,103.287,43.378,21.18,8.764,818.681,37.56,56.97,194.47,0.281,YES
Mumbai,2017,28.763,28.27,61.584,88.825,176.783,648.0,817.066,556.921,376.62,161.43,72.166,28.059,2958.362,27.55,77.47,33.59,0.787,YES
Suryapet,2000,16.763,22.788,44.773,60.076,147.752,412.811,426.428,484.319,263.715,105.601,63.403,22.946,2142.945,18.98,83.08,990.44,0.533,YES
Silchar,1990,26.19,28.405,63.586,103.808,165.393,684.615,723.149,604.758,374.823,138.453,81.807,31.776,3113.0,24.53,72.07,2.43,0.795,YES
Coimbatore,2008,11.925,9.077,18.138,26.396,68.595,180.805,226.545,204.721,102.926,58.259,26.54,11.16,1002.537,24.8,71.24,374.64,0.354,NO
Nalanda,1998,22.526,21.068,41.668,60.935,134.511,420.628,458.085,408.829,250.774,98.852,54.921,19.732,1881.366,18.74,84.3,1103.1,0.475,YES
Silchar,2016,28.548,28.03,63.955,90.227,223.594,601.895,778.817,675.748,349.943,142.231,92.749,21.998,2964.245,29.64,79.41,21.92,0.799,YES
Vadodara,2023,20.473,17.469,44.642,61.881,146.081,418.276,455.987,372.403,190.595,109.872,49.964,19.089,1911.736,27.19,85.78,64.55,0.629,YES
Udaipur,1993,6.969,7.161,12.105,15.448,44.463,128.305,161.791,120.375,73.473,28.888,18.921,6.706,620.844,25.92,42.13,28.6,0.2,NO
Delhi,2007,31.005,30.077,67.209,92.953,212.121,608.88,663.823,538.327,358.009,139.908,90.218,32.797,3020.938,24.83,79.54,61.07,0.804,YES
Mangaluru,2004,22.958,22.286,46.511,70.961,165.033,470.464,471.835,347.775,237.252,102.323,70.306,21.237,2144.416,26.73,82.54,76.94,0.655,YES
Nalanda,2002,12.811,13.677,28.355,43.501,90.306,243.376,310.223,272.365,144.487,73.663,36.161,11.361,1345.66,29.02,56.3,359.15,0.352,NO
Dindigul,2008,8.212,7.863,16.935,23.049,58.888,178.021,189.563,170.022,114.465,43.552,22.335,8.357,808.657,30.71,52.14,260.26,0.248,YES
Khammam,1995,17.687,17.98,46.734,63.489,164.231,424.001,480.613,408.427,250.545,124.173,65.289,18.822,2033.354,21.41,71.28,1266.44,0.422,NO
Meerut,2001,19.401,20.719,35.262,59.245,135.648,414.892,489.701,340.352,236.323,106.517,67.928,21.687,1978.351,20.04,77.2,1158.21,0.453,YES
Adilabad,2006,2.79,2.877,5.939,11.461,24.393,83.934,93.67,67.04,38.029,17.223,10.799,3.722,332.034,31.59,71.38,194.68,0.257,NO
Aurangabad,2012,28.431,35.694,58.294,98.223,211.839,564.79,588.2,512.997,392.663,157.397,93.036,33.827,2927.682,26.94,82.4,40.42,0.803,YES
Varanasi,2015,13.462,14.219,28.64,38.776,96.114,266.454,314.512,271.695,177.9,87.951,40.207,16.525,1492.323,17.42,83.69,1458.36,0.353,NO
Bharatpur,2018,11.166,11.402,22.165,26.699,68.428,231.019,274.37,182.531,128.241,57.857,28.664,10.491,1092.435,22.64,69.12,391.05,0.359,YES
Erode,2022,6.573,6.043,13.224,16.476,44.267,102.359,154.512,105.973,71.61,29.982,18.298,5.131,570.664,26.44,25.18,318.53,0.074,NO
Dibrugarh,2016,1.815,1.764,3.96,4.94,10.707,29.398,42.728,33.685,20.478,8.536,6.014,1.734,175.937,31.06,59.07,448.68,0.138,NO
Nagpur,2014,12.261,11.438,20.018,33.071,89.018,242.653,308.475,231.411,125.866,64.105,34.892,12.04,1101.451,29.91,73.71,124.3,0.418,YES
Jhansi,1999,26.145,23.192,53.772,90.737,195.684,545.938,591.009,596.074,352.188,106.274,84.801,25.219,2586.442,18.72,65.52,733.6,0.57,YES
Howrah,2012,4.909,4.38,9.656,12.736,30.71,100.346,110.233,99.499,57.872,29.533,13.385,4.61,477.036,26.67,58.27,23.73,0.247,NO
Jhansi,2010,9.158,11.276,19.941,29.118,74.376,180.137,213.53,202.932,120.303,45.694,30.648,11.69,986.527,28.79,81.31,66.41,0.439,YES
Kalaburagi,2010,12.703,9.749,27.763,43.732,89.614,247.339,256.928,222.125,141.426,56.328,34.618,12.309,1215.865,18.23,65.97,277.86,0.383,NO
Suryapet,2002,14.269,17.645,30.863,48.271,112.684,318.074,384.757,336.97,206.037,60.786,39.349,14.486,1531.758,19.63,84.21,96.4,0.548,NO
Udaipur,2022,10.848,11.313,23.315,35.691,72.729,234.097,348.696,238.074,155.202,60.642,37.053,12.07,1221.067,17.15,68.1,904.82,0.308,YES
Medak,2013,11.171,9.545,21.153,29.397,77.671,184.934,276.884,212.315,109.004,61.073,32.937,9.27,1039.886,22.51,65.68,476.22,0.322,NO
Mangaluru,2000,28.616,23.556,46.688,94.634,173.553,607.854,786.577,508.04,408.416,142.178,84.932,25.362,2817.442,30.02,83.66,60.65,0.786,NO
Warangal,2006,9.944,8.606,20.336,36.93,69.313,199.954,240.159,190.473,144.034,48.425,32.637,10.633,1102.435,26.26,68.08,404.34,0.354,NO
Patna,1993,8.409,7.033,14.688,20.508,50.282,139.656,189.087,178.063,90.22,42.881,25.199,7.642,767.454,26.12,50.62,308.1,0.227,NO
Rangareddy,2014,17.727,16.545,27.722,48.327,115.534,380.457,366.629,338.244,170.177,93.335,54.452,14.233,1617.182,23.41,84.4,1057.6,0.433,NO
Junagadh,2019,6.35,5.991,12.185,18.772,42.122,104.531,155.523,98.506,59.869,25.811,16.766,4.912,540.841,28.28,37.94,277.69,0.132,NO
Madurai,1998,13.47,13.901,29.495,46.233,98.968,268.985,397.494,361.309,176.024,83.341,45.919,16.279,1530.323,22.14,62.48,934.7,0.335,NO
Jorhat,2010,3.252,3.008,5.422,7.911,23.468,63.928,82.535,64.203,39.95,15.368,7.65,3.091,300.681,26.69,35.23,212.56,0.085,NO
Hubballi,2009,5.474,4.804,8.141,14.947,39.532,87.644,119.816,97.239,56.83,25.058,13.36,4.932,464.131,28.33,36.66,159.3,0.129,NO
Junagadh,2008,8.53,7.458,16.507,22.047,46.105,131.687,199.762,124.103,92.509,35.171,17.887,8.16,763.823,23.11,67.57,117.28,0.329,NO
Salem,2008,16.536,23.675,44.768,57.321,107.585,396.074,569.083,425.535,256.784,111.018,50.471,21.324,1923.467,17.62,83.14,948.63,0.499,NO
Shivamogga,2001,8.297,6.517,13.337,24.081,55.42,126.871,151.223,137.373,71.093,31.756,19.42,7.729,694.805,37.12,46.48,82.43,0.226,NO
Junagadh,2006,29.39,28.702,47.335,76.716,172.385,526.857,693.282,491.278,278.108,149.258,85.686,26.669,2579.275,16.19,67.33,1352.13,0.492,YES
Tezpur,2017,4.921,5.984,10.828,12.852,36.521,115.191,134.702,115.753,69.168,24.525,17.651,5.934,550.71,27.2,39.72,248.88,0.146,NO
Bharatpur,2024,19.877,19.968,39.916,68.862,144.905,403.741,521.883,416.659,236.89,86.379,60.464,21.116,1993.792,13.86,74.31,1595.91,0.383,YES
Bhagalpur,2007,8.749,8.078,16.671,28.038,49.48,157.388,215.344,187.712,120.535,46.29,23.993,7.004,850.171,23.91,47.68,182.45,0.246,NO
Patna,2003,10.274,7.928,17.566,25.666,60.177,152.942,255.284,157.985,105.527,41.356,27.563,8.475,865.656,25.27,48.93,94.07,0.266,NO
Medak,2024,29.193,33.413,58.323,103.165,184.934,587.693,688.635,604.581,311.972,160.016,96.91,34.675,3013.622,30.54,79.97,4.21,0.813,YES
Patna,1996,10.098,10.088,19.886,27.319,75.714,196.504,290.302,218.836,115.582,48.387,30.251,10.784,930.918,23.99,57.9,536.23,0.259,NO
Barpeta,2002,8.619,11.519,21.125,33.847,66.15,188.081,263.198,223.527,107.141,48.882,26.888,10.608,1018.237,21.34,48.99,240.49,0.275,NO
Thane,2007,35.851,28.89,64.473,90.766,216.963,562.193,796.226,585.809,422.972,141.824,98.453,35.791,2989.19,26.49,86.5,5.01,0.838,YES
Nagaon,2002,5.144,4.182,8.277,14.416,32.378,96.681,128.663,92.745,51.696,23.462,15.887,4.613,459.706,31.05,38.02,247.03,0.122,NO
Kolhapur,2020,27.343,24.493,48.557,63.822,155.537,473.531,560.86,506.774,275.775,105.871,69.886,21.779,2250.126,22.28,65.49,866.39,0.49,YES
Patna,1991,12.262,10.894,27.207,29.365,77.833,234.225,273.78,178.572,164.664,61.918,30.349,10.28,1143.257,23.45,72.88,158.11,0.417,YES
Udaipur,2005,9.615,11.092,25.781,32.783,75.197,246.592,290.239,223.768,144.874,46.439,35.343,12.686,1113.85,22.22,63.06,523.04,0.317,NO
Howrah,1998,3.572,3.921,6.571,11.689,26.678,95.165,97.131,83.806,55.349,15.955,12.367,3.625,402.772,28.47,42.12,185.86,0.138,NO
Silchar,1998,10.173,10.423,21.669,30.682,76.452,249.55,298.344,289.014,139.151,60.31,38.409,10.052,1127.281,27.37,52.99,385.06,0.293,NO
Hubballi,2000,10.119,8.142,18.794,29.497,50.936,172.913,222.781,159.455,111.239,52.432,24.318,10.031,892.739,29.19,56.31,364.96,0.268,NO
Vellore,2011,20.459,16.875,37.393,60.025,158.098,421.213,454.332,405.447,168.773,106.288,54.055,17.456,1940.823,16.93,69.12,2086.58,0.283,NO
Karimnagar,2022,17.226,15.579,34.87,58.942,100.027,353.109,437.615,374.034,209.448,97.37,60.614,19.617,1769.452,17.84,70.86,919.46,0.419,YES
Rajkot,2012,6.014,7.737,11.487,20.847,50.622,156.625,178.496,120.02,84.987,32.018,21.606,6.615,645.021,21.58,46.73,100.11,0.215,NO
Tirunelveli,2023,28.584,25.101,54.735,70.482,195.815,393.829,669.675,518.949,304.908,98.215,71.415,28.03,2487.292,21.83,75.46,29.62,0.692,YES
Mahbubnagar,1998,13.922,12.978,27.141,50.969,111.202,346.818,406.126,277.679,215.402,71.367,41.837,15.574,1509.464,21.57,34.29,448.47,0.27,YES
Vellore,2013,9.759,10.149,18.112,32.046,61.338,166.974,188.638,183.04,121.748,50.169,28.964,8.92,931.113,22.04,76.93,337.59,0.372,NO
Rangareddy,1997,9.787,8.777,18.094,23.07,49.649,189.052,272.181,181.804,113.491,47.195,26.31,7.361,866.356,24.07,47.87,229.44,0.243,NO
Arrah,1996,11.717,12.581,23.024,32.089,79.834,217.627,309.54,223.908,141.015,60.993,35.27,11.042,1086.528,27.2,43.96,351.45,0.249,YES
Junagadh,2007,10.904,13.381,28.005,32.358,93.481,256.704,248.677,264.917,174.927,64.295,30.555,13.277,1269.468,25.66,72.14,499.27,0.39,NO
Tirunelveli,1992,32.786,27.077,57.74,85.471,208.847,567.987,835.84,667.184,332.549,167.156,73.964,27.107,2928.039,28.83,77.65,99.78,0.774,YES
Darbhanga,2017,11.138,10.581,21.281,32.652,69.904,235.916,280.388,207.718,137.504,54.846,30.725,10.197,1041.695,29.62,63.43,355.36,0.329,NO
Karimnagar,1995,23.524,24.94,52.13,80.324,169.073,533.205,628.125,493.485,335.028,135.039,78.598,27.899,2635.636,28.74,84.2,84.06,0.752,YES
Sivasagar,2010,9.54,9.628,20.986,32.218,81.765,203.403,254.829,240.66,116.111,59.768,32.582,10.007,1085.135,25.2,69.29,86.65,0.4,YES
Allahabad,2017,3.012,3.32,7.208,10.136,25.855,73.676,91.392,73.401,38.432,18.238,12.313,3.714,338.319,31.84,50.1,262.21,0.152,NO
Tezpur,1990,20.255,19.85,42.625,68.089,150.141,374.782,566.738,460.985,230.671,115.484,63.984,22.099,2107.222,14.32,69.63,927.79,0.474,NO
Akola,2010,7.201,7.053,13.163,21.594,48.209,141.625,166.708,142.525,82.26,30.841,21.67,7.596,685.536,24.97,47.05,127.69,0.22,YES
Aurangabad,2024,21.546,20.343,43.083,57.991,156.502,450.928,516.101,419.522,223.515,109.635,60.77,15.474,2069.601,29.92,89.0,22.04,0.678,YES
Ajmer,2002,25.551,24.988,45.438,83.163,169.245,468.533,701.312,525.746,273.654,126.197,69.877,22.1,2522.011,27.56,80.66,25.51,0.723,YES
Junagadh,1999,7.995,9.848,16.976,24.942,63.075,231.612,241.215,199.481,100.165,48.063,27.643,8.572,920.035,26.91,64.66,343.99,0.314,NO
Rangareddy,1999,27.628,26.43,57.225,82.892,185.058,550.922,767.072,499.593,320.284,145.751,79.58,31.753,2818.463,27.4,77.57,16.78,0.764,NO
Mysuru,2002,21.579,21.682,41.222,63.695,135.718,364.973,459.009,326.837,223.996,93.906,57.037,24.221,1934.206,21.82,77.62,1283.42,0.43,YES
Hyderabad,2013,9.595,10.119,25.149,28.901,64.964,202.962,240.762,229.512,126.015,46.071,32.027,10.546,1034.55,29.55,55.78,444.59,0.281,YES
Durgapur,1991,6.199,7.507,15.09,18.656,44.208,138.692,168.478,152.295,82.502,35.298,19.277,7.868,718.617,17.6,57.12,282.12,0.251,YES
Anand,2011,23.199,22.516,50.472,83.405,183.704,473.775,602.229,434.367,359.264,145.01,77.491,25.076,2510.624,26.01,73.26,43.8,0.685,NO
Bareilly,2006,4.367,4.849,10.72,15.84,32.896,106.306,137.267,98.765,64.853,28.667,17.591,4.626,492.123,21.9,49.49,215.63,0.184,NO
Gaya,2003,11.023,11.298,21.071,35.605,74.301,207.883,229.2,175.431,122.23,37.468,35.607,11.493,1055.547,10.15,36.87,225.97,0.229,NO
Purnia,1999,24.886,25.871,45.277,71.385,156.91,517.238,433.49,517.224,228.488,114.001,62.509,22.963,2327.985,29.75,85.64,93.83,0.701,NO
Hubballi,2024,5.464,5.562,12.202,17.743,44.535,120.524,121.626,142.888,55.628,29.831,18.63,5.954,578.423,33.17,64.16,0.0,0.296,NO
Vellore,2014,8.951,10.491,20.319,27.343,61.064,167.741,211.498,181.578,91.455,45.637,29.602,8.619,913.36,23.98,55.53,241.95,0.285,NO
Solapur,1992,26.656,27.538,56.021,78.545,219.942,534.512,579.119,513.73,362.216,149.876,66.366,25.921,2671.645,25.92,84.44,3.05,0.77,NO
Aurangabad,2006,11.358,12.924,21.251,41.582,71.594,236.441,263.64,255.554,114.269,58.923,35.283,10.916,1199.012,25.3,56.13,386.42,0.32,YES
Vellore,2001,9.719,10.14,16.629,26.327,56.901,151.386,192.38,154.362,116.948,45.18,23.513,7.915,866.351,37.2,59.92,332.04,0.284,NO
Durgapur,2013,14.12,12.737,32.995,46.452,128.555,248.316,425.345,343.06,208.309,80.344,51.392,16.163,1568.352,16.87,70.57,1301.41,0.329,NO
Sivasagar,2018,24.891,25.826,51.508,90.11,212.435,581.941,676.76,427.397,349.457,145.043,83.016,28.195,2690.546,23.95,77.88,54.79,0.737,YES
Kota,2014,2.773,2.915,5.541,8.914,22.982,63.015,67.578,71.427,36.847,14.074,8.782,2.851,301.835,32.4,40.76,239.19,0.106,NO
Malda,2015,13.068,11.089,26.311,41.558,95.355,262.353,337.87,265.611,169.4,62.365,34.835,13.246,1277.916,28.61,40.87,169.0,0.295,NO
Pune,1990,11.114,9.636,23.259,31.23,76.708,177.25,270.512,209.933,145.742,52.724,32.049,9.205,1002.741,27.54,63.28,322.21,0.325,YES
Tirunelveli,2009,10.021,10.826,18.753,27.065,81.65,188.869,264.804,184.979,111.453,47.969,30.809,10.848,971.31,26.3,41.2,182.68,0.239,NO
Bhavnagar,2017,25.66,30.23,55.12,80.117,200.935,621.38,714.638,504.18,330.978,143.561,76.714,27.948,2718.406,27.06,78.02,68.37,0.741,YES
Mahbubnagar,2005,5.315,6.089,13.129,17.039,43.069,126.257,137.007,119.366,76.534,33.316,16.7,5.081,572.593,24.0,27.2,105.22,0.113,NO
Mahbubnagar,2006,19.071,18.432,36.148,51.251,137.289,339.177,420.067,355.623,236.32,77.877,48.573,16.543,1801.955,25.58,72.01,793.75,0.447,NO
Erode,2017,14.615,12.541,21.849,36.11,91.977,292.716,258.007,217.717,141.407,59.134,35.422,12.06,1219.654,33.72,62.6,287.37,0.367,NO
Darjeeling,2001,19.225,13.96,32.477,50.638,95.639,365.502,393.305,285.016,221.46,85.359,45.347,17.142,1598.284,18.5,85.9,1612.81,0.361,YES
Tirunelveli,2016,12.238,9.971,20.172,36.533,67.858,259.308,253.853,257.31,161.495,61.789,24.74,13.101,1178.089,31.63,59.52,304.73,0.343,YES
Goalpara,2019,19.782,20.566,38.296,72.495,147.368,396.909,586.404,450.097,220.116,106.882,63.424,17.64,2068.551,29.03,78.52,110.64,0.618,NO
Raichur,2023,6.243,5.749,14.013,19.737,41.258,114.312,114.675,125.033,68.719,27.482,17.335,6.661,576.597,22.94,33.81,338.24,0.112,NO
Delhi,1995,26.921,26.915,42.458,82.291,157.693,509.124,629.374,467.093,290.351,98.98,71.485,23.131,2368.851,22.98,75.63,40.89,0.67,NO
Ajmer,1996,24.095,19.813,36.688,59.95,128.998,339.051,514.241,395.417,260.613,113.161,70.464,20.209,1975.566,30.28,85.86,62.11,0.641,NO
Rangareddy,2021,11.378,10.941,16.347,35.871,78.557,224.735,252.404,199.148,126.831,56.177,25.692,10.857,1064.161,31.15,64.6,383.2,0.334,YES
Thane,2021,29.06,24.536,39.881,73.179,179.167,515.947,631.175,593.522,302.551,126.697,70.342,27.21,2486.229,29.06,75.45,0.0,0.696,YES
Udaipur,2014,7.186,5.757,12.153,14.145,39.405,147.06,149.015,125.653,68.347,32.091,18.108,6.396,614.319,27.02,39.6,42.72,0.185,NO
Madurai,2022,4.765,5.396,9.591,12.967,30.911,76.693,119.374,93.717,65.154,20.814,13.161,4.392,471.584,22.48,76.4,367.34,0.281,NO
Durgapur,1996,23.772,21.315,47.423,73.31,171.569,549.936,607.962,485.206,326.209,121.927,64.276,21.763,2439.094,24.63,73.8,65.36,0.671,YES
Noida,2001,12.546,12.334,33.705,37.619,97.909,282.455,344.93,259.007,176.219,59.526,37.646,15.621,1404.556,29.07,59.89,322.76,0.384,NO
Asansol,2005,9.617,12.204,24.593,36.954,81.999,186.25,228.522,191.86,117.285,46.99,30.191,11.634,1080.254,26.19,51.25,132.91,0.311,NO
Bengaluru,2005,8.871,8.576,16.301,24.817,60.06,158.701,228.582,144.684,92.186,37.791,26.131,7.33,832.924,25.53,49.01,661.78,0.183,NO
Noida,2002,26.638,30.572,53.559,95.357,222.017,555.002,742.544,707.34,382.621,153.883,101.636,26.501,2932.748,31.76,80.92,67.01,0.794,YES
Mysuru,1996,23.324,21.459,47.482,58.919,165.25,342.227,498.569,425.731,264.993,81.92,54.421,18.476,2072.167,25.08,81.85,1407.78,0.457,YES
Dibrugarh,1998,6.261,6.389,14.042,23.781,46.537,159.502,174.15,135.189,91.552,33.998,19.102,7.823,690.737,32.33,51.58,293.3,0.219,NO
Kanpur,2021,27.629,32.703,53.503,72.128,179.211,517.507,686.758,510.653,291.126,134.199,83.968,28.877,2773.559,25.21,82.99,54.42,0.776,YES
Jhansi,2000,12.194,13.884,24.58,28.643,87.645,244.476,327.821,216.949,162.135,62.704,37.141,13.361,1221.476,26.21,49.76,312.73,0.306,YES
Junagadh,1997,22.535,22.338,30.914,51.963,135.137,355.853,469.732,401.798,230.931,100.724,68.817,23.789,2019.333,18.73,76.35,1361.35,0.429,NO
Nalanda,2022,9.135,9.982,16.91,24.768,61.181,170.622,235.031,176.379,121.624,44.558,24.551,8.39,880.624,25.45,63.32,221.51,0.317,NO
Darjeeling,2012,12.311,14.045,25.901,39.729,95.451,275.877,361.819,270.557,141.99,62.258,37.351,12.136,1308.816,16.4,63.68,1389.2,0.238,YES
Kota,2014,4.656,4.156,8.587,13.078,30.145,86.981,130.851,90.073,45.959,21.759,12.789,3.632,421.83,35.01,24.13,217.6,0.056,NO
Anand,1997,16.233,21.617,41.436,56.598,141.134,415.241,501.809,437.878,260.265,115.087,71.344,22.688,2131.481,18.58,75.41,1236.7,0.462,NO
Sivasagar,2011,4.126,4.503,7.435,12.654,23.125,85.446,104.785,94.69,48.002,22.521,12.783,4.24,442.848,36.42,36.74,217.83,0.117,NO
Aurangabad,1993,22.541,25.151,48.05,66.241,173.181,503.324,703.716,459.982,281.658,106.326,69.976,21.829,2441.816,27.62,73.54,23.39,0.676,YES
