DISTRICT,YEAR,AVG_TEMP,HUMIDITY,ELEVATION,FLOODS,MONTH,RAINFALL_MM
Malda,2024,19.39,87.39,922.23,0,6,420.762
Chitradurga,2009,27.75,73.93,50.06,1,6,551.378
Darbhanga,2006,19.3,68.44,1722.93,0,6,313.901
Anand,2020,18.38,60.25,130.97,0,6,222.57
Malda,1997,19.67,61.6,1310.66,0,6,378.118
Solapur,2004,13.58,77.29,718.54,1,6,377.3
Vadodara,2020,21.28,76.47,564.65,1,6,190.676
Bhagalpur,2019,25.95,58.74,162.49,0,6,317.146
Darbhanga,2009,22.44,62.33,642.58,0,6,337.022
Warangal,2001,14.98,81.42,1307.09,0,6,420.188
Patna,2006,25.35,76.44,300.21,1,6,151.545
Siliguri,2019,19.78,53.23,1326.7,1,6,413.403
Kanpur,2018,29.35,50.32,322.08,0,6,66.597
Barpeta,2008,28.99,83.24,55.73,1,6,466.397
Kalaburagi,2000,29.08,64.78,452.95,1,6,96.872
Varanasi,2023,30.18,47.35,5.58,1,6,139.734
Coimbatore,1996,32.16,61.2,354.86,0,6,219.365
Adilabad,2023,27.34,78.69,44.14,1,6,478.333
Jamnagar,2009,21.93,74.8,526.21,0,6,196.432
Purnia,2013,33.44,80.45,0.0,1,6,495.744
Katihar,1999,35.33,92.05,28.09,1,6,596.081
Nashik,2021,32.4,54.47,68.53,0,6,74.064
Thanjavur,2004,16.88,61.11,332.23,0,6,207.056
Ajmer,2009,27.06,50.82,337.95,1,6,185.892
Khammam,1992,27.22,50.63,203.77,0,6,163.134
Guwahati,1997,35.95,36.65,280.27,0,6,91.287
Vadodara,2012,25.95,53.43,465.6,0,6,200.291
Muzaffarpur,2000,23.28,56.37,354.59,1,6,145.631
Jorhat,1997,31.36,32.2,66.77,0,6,80.87
Sikar,2018,23.87,89.08,777.76,0,6,293.858
Junagadh,2019,17.56,65.37,1273.93,0,6,158.1
Kolhapur,1999,33.1,47.72,225.19,1,6,115.126
Kota,2017,22.44,37.04,135.66,0,6,101.783
Murshidabad,2002,19.74,63.56,1414.35,0,6,383.346
Rajkot,2021,24.49,42.73,259.07,0,6,82.994
Meerut,2015,22.6,58.58,453.31,0,6,210.659
Hyderabad,2011,30.77,75.19,357.07,0,6,267.663
Begusarai,1993,18.95,78.33,714.71,0,6,353.529
Guwahati,2020,23.09,62.15,518.34,0,6,210.894
Tiruchirappalli,2007,23.52,81.09,1273.05,0,6,318.21
Raichur,2013,21.74,72.75,1213.69,1,6,420.423
Adilabad,2012,22.38,76.95,77.12,0,6,391.322
Nagpur,2011,25.72,53.41,260.93,1,6,105.868
Surat,1991,26.25,52.81,385.84,0,6,293.166
Raichur,2020,29.12,62.96,283.95,0,6,302.998
Nalanda,2000,24.87,45.41,189.49,0,6,97.56
Tiruchirappalli,2017,25.83,73.16,462.6,1,6,390.392
Nadia,2021,27.15,73.25,0.0,1,6,207.558
Murshidabad,1994,15.26,77.45,1153.73,1,6,386.979
Patna,1999,24.51,59.01,189.02,1,6,338.202
Jamnagar,2013,31.26,77.38,34.95,0,6,417.937
Mahbubnagar,2024,19.11,68.11,692.07,1,6,297.811
Gandhinagar,2012,30.44,57.59,47.72,1,6,111.457
Anand,2006,19.9,75.81,1426.85,0,6,340.036
Tezpur,1990,16.27,54.9,604.21,0,6,56.065
Sikar,2020,28.37,41.96,20.32,0,6,99.633
Nizamabad,2020,24.18,51.14,358.1,0,6,204.178
Mahbubnagar,2023,32.95,80.56,14.48,1,6,443.569
Thane,1998,31.98,80.53,74.27,1,6,604.366
Medak,2011,21.26,66.12,511.86,0,6,203.729
Howrah,2002,23.53,72.4,73.35,0,6,508.113
Begusarai,2014,32.86,46.34,107.96,0,6,97.742
Bengaluru,2007,26.04,65.62,194.48,0,6,107.142
Nashik,2001,28.51,79.19,36.93,1,6,471.649
Kalaburagi,2006,16.51,85.78,1277.48,0,6,420.808
Suryapet,2004,19.81,80.2,911.67,0,6,399.007
Chennai,2004,25.94,85.43,70.74,0,6,384.693
Hubballi,2004,24.59,74.64,50.37,1,6,367.962
Junagadh,2002,18.96,60.43,973.45,1,6,385.722
Kutch,2006,27.45,81.42,53.66,1,6,598.03
Erode,2021,21.08,39.71,294.38,0,6,178.487
Solapur,1998,26.84,77.02,3.26,0,6,583.845
Anand,2009,27.2,44.71,104.88,0,6,144.798
Rajkot,2015,29.21,52.48,364.95,0,6,79.423
Gorakhpur,2016,28.34,45.92,247.64,0,6,157.834
Howrah,2010,33.0,87.27,104.07,1,6,416.226
Siliguri,2007,28.69,76.52,23.41,1,6,579.553
Mangaluru,2002,26.54,75.45,49.87,1,6,550.59
Bharatpur,2005,22.98,93.12,921.06,1,6,511.453
Pune,1998,17.61,58.48,143.29,0,6,149.362
Adilabad,2001,28.25,61.3,47.8,0,6,87.961
Goalpara,2008,30.81,39.37,101.05,1,6,110.105
Rangareddy,1996,27.18,51.17,457.15,0,6,129.049
Kolkata,2024,26.43,79.21,35.67,0,6,469.48
Dibrugarh,2007,29.35,70.5,252.71,0,6,292.907
Nalanda,2005,31.39,42.78,199.07,1,6,116.335
Mangaluru,1993,30.6,67.54,54.88,1,6,516.365
Jhansi,2014,22.5,48.98,254.81,0,6,205.295
Agra,2021,34.45,63.86,161.11,0,6,137.044
Pune,2002,23.88,34.67,359.66,0,6,201.254
Barpeta,2006,24.11,37.71,362.94,0,6,71.908
Shivamogga,1995,33.49,82.2,31.53,1,6,704.768
Jhansi,2008,30.49,82.32,4.08,1,6,577.012
Thanjavur,2002,37.68,49.87,137.28,0,6,134.264
Tezpur,2015,29.92,53.94,190.03,0,6,135.771
Khammam,2003,30.97,78.9,0.0,1,6,594.477
Aurangabad,2020,34.96,34.79,209.94,0,6,143.089
Tinsukia,1993,24.61,57.81,385.93,0,6,187.467
Suryapet,1997,19.58,71.94,145.1,0,6,195.867
Kota,2014,31.66,28.41,170.46,1,6,122.654
Purnia,2002,31.14,40.42,267.71,0,6,142.318
Mahbubnagar,2021,28.98,80.09,49.05,0,6,385.479
Malda,2017,30.0,38.44,215.68,0,6,146.712
Madurai,2019,26.45,77.38,46.87,1,6,396.892
Durgapur,1992,18.17,78.25,1036.33,1,6,459.302
Hyderabad,2017,28.76,61.33,536.87,0,6,244.9
Delhi,1992,18.7,84.74,67.24,0,6,486.319
Akola,2023,19.18,65.54,0.0,1,6,203.379
Nagaon,2005,14.45,83.29,1066.25,0,6,357.615
Mangaluru,2011,21.96,76.77,102.93,1,6,479.944
Churu,2021,27.57,93.03,51.46,1,6,340.598
Ajmer,1997,28.24,43.21,28.95,0,6,157.729
Vadodara,1997,28.1,68.04,146.78,1,6,172.423
Akola,1995,24.34,74.92,47.03,0,6,339.071
Kota,2003,23.15,28.61,120.7,0,6,92.653
Rajkot,2021,30.66,61.7,362.15,1,6,76.403
Mumbai,2024,29.54,78.14,18.09,1,6,376.144
Aurangabad,1999,32.32,32.25,195.38,1,6,90.573
Raichur,1992,20.32,55.96,299.14,0,6,159.83
Solapur,2001,29.31,53.19,532.17,0,6,232.485
Darjeeling,2020,20.54,73.71,964.61,1,6,289.743
Kota,2018,26.02,41.72,313.77,0,6,103.57
Mumbai,1994,26.12,73.2,42.39,1,6,627.322
Arrah,2014,22.44,60.63,281.66,0,6,203.453
Silchar,2020,22.75,59.87,244.15,1,6,213.693
Agra,2010,31.29,88.12,0.0,1,6,524.849
Thanjavur,2009,28.08,74.46,451.02,1,6,218.939
Adilabad,2011,21.57,60.06,407.96,1,6,253.287
Durgapur,1993,18.64,78.68,993.04,0,6,349.364
Kota,2002,32.4,34.52,153.25,0,6,67.356
Adilabad,2009,21.9,51.59,76.92,0,6,65.436
Murshidabad,2002,28.4,87.33,218.45,1,6,279.476
Siliguri,2006,33.93,74.28,48.97,0,6,439.158
Purnia,2022,28.95,76.95,59.48,1,6,613.603
Thanjavur,1990,27.45,81.23,64.02,1,6,464.001
Sikar,2004,23.44,80.92,22.64,0,6,572.032
Thane,2002,21.09,80.57,23.9,1,6,533.634
Guwahati,2006,23.96,53.14,289.12,0,6,152.38
Raichur,2013,29.48,72.99,39.76,0,6,342.86
Bharatpur,1997,27.51,75.72,70.3,1,6,476.957
Pune,2016,30.91,68.3,89.54,0,6,217.654
Jodhpur,2012,31.48,65.34,257.71,1,6,156.826
Adilabad,1997,25.61,82.69,51.81,1,6,517.136
Raichur,1997,31.77,78.31,31.45,0,6,417.51
Erode,2015,29.77,84.14,59.65,1,6,645.942
Vellore,2002,23.26,73.22,67.75,1,6,560.72
Mumbai,2017,25.02,79.84,0.0,1,6,477.626
Khammam,2014,24.04,54.04,592.32,0,6,158.936
Barpeta,2005,33.06,57.17,293.52,0,6,260.391
Katihar,1991,30.22,77.18,63.83,0,6,485.032
Goalpara,2007,21.88,48.9,365.08,0,6,181.329
Karimnagar,2006,38.67,77.0,325.11,0,6,159.421
Patna,2019,29.14,53.78,221.72,0,6,301.175
Bharatpur,2002,24.44,76.87,52.77,1,6,492.944
Bengaluru,2021,24.81,59.42,300.55,0,6,233.808
Raichur,2018,26.45,81.04,58.52,1,6,394.571
Bhagalpur,2019,22.64,76.14,529.65,1,6,152.369
Bareilly,2007,23.91,76.36,878.1,0,6,356.067
Darjeeling,2002,19.62,79.43,632.82,0,6,372.974
Gandhinagar,2010,30.79,70.77,51.34,0,6,517.039
Jhansi,2019,27.63,81.52,27.93,1,6,496.816
Nadia,2010,28.56,37.4,88.84,0,6,101.822
Vellore,2006,23.61,52.59,188.74,0,6,166.16
Arrah,2008,28.05,74.06,8.17,1,6,520.542
Medak,2004,26.88,41.64,71.42,1,6,126.054
Bhavnagar,1998,29.88,48.83,346.07,0,6,50.738
Purnia,1999,23.72,64.32,458.25,0,6,240.919
Darjeeling,2020,15.97,76.59,986.82,0,6,142.794
Nadia,2012,24.57,53.77,137.54,0,6,206.351
Madurai,2019,22.67,76.38,0.0,0,6,561.36
Siliguri,2022,32.07,77.91,41.53,1,6,449.058
Rangareddy,1998,28.01,61.07,397.4,0,6,81.237
Agra,1990,26.61,72.15,46.38,1,6,511.257
Madurai,2024,18.92,57.43,441.26,0,6,207.995
Malda,2000,30.06,41.28,157.09,0,6,65.653
Gaya,2023,30.91,48.54,171.18,1,6,75.798
Churu,2005,29.26,94.15,66.15,1,6,559.341
Nadia,1998,17.68,74.91,464.8,1,6,322.317
Solapur,2021,26.84,60.12,330.22,0,6,135.97
Meerut,2004,37.64,51.6,215.33,0,6,124.879
Mumbai,2001,26.44,78.99,43.04,0,6,388.293
Solapur,2022,30.14,64.3,500.8,0,6,159.71
Vellore,2003,27.96,86.54,70.67,1,6,541.516
Jamnagar,1997,27.57,78.54,2.49,1,6,519.399
Aurangabad,1997,26.52,75.24,242.78,0,6,155.434
Allahabad,2016,23.85,61.93,195.46,1,6,141.804
Durgapur,2001,20.42,81.38,953.15,1,6,394.935
Nizamabad,1990,22.9,83.23,604.84,1,6,305.062
Tinsukia,2000,29.61,73.24,141.57,0,6,239.088
Darbhanga,2020,30.6,71.37,274.84,1,6,114.828
Noida,2006,26.13,86.96,52.42,1,6,595.109
Darjeeling,2022,20.17,76.37,670.94,0,6,267.627
Ajmer,2021,38.71,37.97,106.19,0,6,128.586
Dindigul,2018,26.11,46.01,41.64,0,6,86.756
Kanpur,2010,29.55,34.24,231.86,0,6,65.332
Shivamogga,2010,25.15,41.7,160.71,0,6,84.386
Erode,2012,28.33,77.04,32.1,0,6,350.979
Solapur,1995,31.13,72.53,75.0,1,6,511.552
Durgapur,2011,32.86,69.21,0.0,1,6,272.134
Kota,1997,26.01,58.35,252.52,0,6,115.271
Ahmedabad,2024,26.69,37.71,342.13,0,6,78.769
Udaipur,2000,36.32,51.4,0.0,0,6,57.017
Jhansi,2013,18.91,93.29,0.0,1,6,572.774
Asansol,2010,26.08,85.96,6.44,1,6,666.65
Sivasagar,1991,33.88,34.74,79.48,0,6,91.088
Karimnagar,2008,22.89,84.48,80.01,1,6,462.508
Mumbai,2017,24.85,79.15,41.92,1,6,642.436
Chitradurga,2006,31.04,68.72,604.68,1,6,200.638
Hyderabad,1995,18.05,83.13,243.9,1,6,124.275
Churu,2008,13.92,74.46,882.77,0,6,398.425
Mangaluru,2017,30.52,87.06,89.79,1,6,467.562
Bhagalpur,1991,32.87,76.24,0.0,1,6,486.873
Jalpaiguri,1993,32.3,77.59,53.28,1,6,508.152
Goalpara,2011,12.23,59.19,1217.62,0,6,331.654
Noida,2015,24.39,88.0,1446.11,0,6,373.858
Dibrugarh,2002,30.32,28.4,289.45,0,6,91.98
Surat,2021,22.77,48.68,339.33,1,6,277.33
Tezpur,2006,25.19,81.13,88.87,0,6,621.188
Silchar,2008,22.1,91.4,1547.1,1,6,384.571
Barpeta,2024,27.75,40.97,397.46,0,6,285.427
Jorhat,2017,32.22,81.85,19.65,0,6,390.748
Jodhpur,1990,27.5,30.76,215.18,0,6,100.659
Karimnagar,2007,18.54,88.42,1328.49,0,6,260.653
Kolkata,2022,30.42,80.85,41.66,1,6,676.04
Jhansi,2001,25.62,87.78,70.96,1,6,456.943
Jalpaiguri,1997,29.28,52.37,289.78,0,6,179.719
Mysuru,2013,16.65,71.35,772.73,0,6,416.616
Jodhpur,2005,38.15,35.66,214.97,1,6,112.625
Alwar,1993,33.98,87.24,8.94,0,6,596.168
Hyderabad,2016,23.06,74.22,337.91,1,6,203.112
Bikaner,1998,30.25,38.44,128.4,0,6,56.038
Sivasagar,2005,26.49,69.76,386.7,0,6,239.587
Gandhinagar,2001,25.47,58.97,129.57,0,6,294.812
Nagpur,2020,22.0,40.57,587.31,0,6,145.321
Chitradurga,2013,26.42,65.03,146.53,0,6,215.502
Barpeta,2003,15.56,81.85,1342.68,0,6,311.229
Gandhinagar,2014,36.15,56.02,185.05,0,6,100.484
Kanpur,2023,32.81,80.36,65.62,1,6,490.789
Mysuru,1992,24.05,72.27,1292.99,0,6,340.697
Madurai,2013,32.26,77.52,44.01,0,6,503.889
Varanasi,1998,30.23,84.52,45.03,0,6,554.455
Bikaner,2015,26.36,49.21,181.17,0,6,102.356
Mumbai,2009,24.06,76.82,0.0,1,6,512.665
Bareilly,1999,24.78,81.42,75.02,1,6,353.566
Muzaffarpur,2008,21.36,80.78,1016.66,0,6,279.701
Jaipur,1992,24.65,52.45,166.0,0,6,54.959
Jhansi,2013,20.52,74.99,947.46,0,6,313.274
Meerut,1994,21.67,84.95,822.94,0,6,343.638
Hubballi,1992,27.45,76.06,0.0,0,6,653.812
Tinsukia,2016,26.15,60.49,234.31,0,6,191.449
Kota,2005,40.43,54.33,199.26,1,6,177.055
Jaipur,2004,29.87,48.11,118.84,0,6,39.225
Hubballi,2024,27.61,60.84,307.7,0,6,224.55
Chennai,2001,31.53,76.27,75.45,1,6,531.445
Chitradurga,2015,30.72,73.56,32.14,1,6,354.026
Nalanda,2023,22.5,69.52,424.4,1,6,346.39
Vadodara,2012,31.1,56.73,204.99,0,6,103.726
Jhansi,2020,27.11,53.48,363.98,0,6,243.659
Karimnagar,2009,14.54,75.01,1686.69,0,6,430.115
Murshidabad,2001,32.94,79.9,227.18,0,6,165.969
Jamnagar,2012,26.22,85.14,51.02,0,6,564.099
Khammam,1993,29.51,58.49,482.11,0,6,186.22
Siliguri,2012,25.06,57.54,171.08,0,6,167.635
Noida,1990,37.34,87.2,66.69,0,6,519.038
Delhi,2014,17.52,72.26,1209.28,1,6,420.268
Kutch,1991,39.47,45.08,261.8,0,6,107.563
Udaipur,2019,25.49,58.11,212.09,1,6,241.447
Bharatpur,1992,28.92,76.39,162.09,1,6,159.124
Ajmer,2010,30.07,44.92,174.46,0,6,120.856
Tezpur,2014,36.34,41.76,198.73,0,6,107.187
Asansol,2009,20.39,80.56,464.36,0,6,352.244
Amravati,2011,28.97,89.74,65.6,0,6,653.365
Nashik,2010,30.41,32.78,283.97,1,6,158.109
Meerut,2022,29.7,81.73,12.52,1,6,673.187
Erode,2004,17.22,68.37,1359.56,0,6,411.137
Udaipur,2004,21.37,87.18,14.99,1,6,456.77
Jalpaiguri,2014,21.38,66.09,708.47,1,6,385.213
Tezpur,2010,34.53,68.11,304.06,0,6,335.081
Barpeta,2013,24.36,52.65,314.53,1,6,191.442
Thanjavur,1994,29.07,76.43,503.13,0,6,213.531
Vadodara,1995,23.56,92.09,69.02,0,6,521.859
Erode,2012,18.33,84.85,1110.59,1,6,326.328
Salem,1993,30.19,44.57,132.89,1,6,89.953
Bengaluru,2016,25.88,47.95,225.11,0,6,159.543
Aurangabad,2007,34.47,46.92,103.89,1,6,93.769
Gandhinagar,2010,22.55,81.3,35.65,1,6,466.735
Jalpaiguri,2017,19.49,93.64,1690.21,0,6,322.547
Adilabad,2024,18.12,76.07,955.24,1,6,395.959
Sikar,2011,22.36,52.89,327.32,0,6,174.522
Siliguri,2012,25.81,81.02,36.79,1,6,419.43
Anand,1992,20.82,71.93,625.49,1,6,340.913
Hubballi,1999,30.59,44.06,214.75,0,6,56.615
Darjeeling,2014,19.41,92.3,1059.74,1,6,405.836
Jalpaiguri,1997,15.94,68.22,1464.24,0,6,303.038
Gorakhpur,2000,24.93,69.62,226.57,0,6,172.892
Barpeta,1994,30.51,56.86,234.05,1,6,197.735
Asansol,2018,23.07,79.83,26.75,1,6,542.144
Darjeeling,1994,17.86,74.9,1088.17,0,6,266.553
Chennai,1998,24.56,75.16,82.15,0,6,625.316
Madurai,1991,16.69,79.71,1413.37,0,6,369.119
Churu,1990,19.27,56.94,1685.67,0,6,274.689
Durgapur,2019,26.08,78.5,11.98,0,6,594.602
Hubballi,2000,26.57,47.95,233.21,1,6,69.401
Salem,2017,26.08,65.78,367.16,1,6,251.892
Mahbubnagar,2001,23.73,50.31,52.38,0,6,111.876
Bikaner,2015,37.98,33.72,295.96,0,6,120.825
Patna,2002,23.73,55.83,0.0,0,6,263.567
Hubballi,1997,24.5,61.41,263.68,0,6,161.843
Sivasagar,2017,26.97,76.25,0.47,1,6,563.816
Chennai,2019,25.09,80.89,140.57,0,6,725.257
Mysuru,1998,23.75,79.32,954.17,0,6,224.6
Allahabad,2020,27.03,54.58,442.48,0,6,238.624
Chitradurga,2010,15.97,66.43,303.99,1,6,268.161
Nizamabad,2023,24.29,78.73,28.78,1,6,365.598
Bharatpur,2020,23.42,51.84,466.08,0,6,142.82
Sivasagar,2014,28.54,73.21,294.99,1,6,218.291
Gaya,2001,23.57,71.13,526.92,0,6,304.356
Tirunelveli,1990,27.59,72.82,31.01,1,6,523.678
Vellore,2011,32.36,54.89,149.47,0,6,237.22
Thanjavur,1990,30.32,81.23,47.32,1,6,382.182
Khammam,1990,26.43,77.69,887.64,1,6,308.307
Solapur,2010,26.32,74.55,43.78,1,6,639.151
Belagavi,2004,28.39,51.22,247.64,0,6,129.271
Mahbubnagar,2006,20.64,74.66,2072.95,1,6,523.531
Dindigul,2011,23.05,45.49,311.08,0,6,172.323
Kalaburagi,2024,29.13,43.28,177.77,1,6,227.245
Pune,2005,21.06,62.12,639.8,0,6,147.872
Murshidabad,1997,23.56,78.39,94.31,1,6,562.313
Alwar,2006,25.78,51.16,382.57,0,6,267.524
Nagpur,2006,31.92,53.8,320.59,0,6,50.937
Noida,2015,31.97,44.02,239.53,0,6,120.956
Jhansi,2002,33.27,43.77,0.0,0,6,136.432
Rajkot,2006,36.67,43.79,40.3,0,6,112.897
Bikaner,2006,31.73,43.52,287.4,1,6,143.025
Kolhapur,2003,26.96,89.86,93.31,1,6,530.499
Bhavnagar,1995,31.82,54.9,28.96,0,6,158.492
Ajmer,2024,22.9,80.83,649.37,0,6,490.834
Medak,2003,17.8,79.87,734.19,1,6,275.328
Mysuru,1997,17.45,70.35,624.97,0,6,314.707
Hyderabad,2004,25.79,43.01,345.65,0,6,189.035
Jaipur,2016,33.6,40.8,274.49,1,6,140.539
Jorhat,2002,25.08,71.72,19.43,1,6,596.902
Purnia,2020,28.4,70.94,7.39,1,6,780.616
Howrah,2024,29.62,54.91,123.72,1,6,143.56
Guwahati,1995,29.01,45.79,154.64,0,6,98.501
Howrah,1994,27.13,57.86,538.26,0,6,230.182
Purnia,2011,27.96,43.69,310.02,1,6,186.1
Mahbubnagar,2012,33.01,32.86,392.89,0,6,96.205
Agra,2014,20.24,76.2,1316.96,1,6,366.222
Sivasagar,2023,29.5,51.2,137.42,0,6,122.155
Kolhapur,2015,30.07,51.66,320.3,0,6,230.387
Muzaffarpur,1994,20.3,79.86,34.25,0,6,546.058
Mumbai,2015,30.58,81.03,17.17,1,6,442.393
Siliguri,2009,32.33,62.27,169.25,0,6,126.199
Malda,1995,32.09,75.81,418.65,1,6,301.955
Durgapur,1995,29.72,82.98,32.7,1,6,576.207
Mysuru,2007,16.89,58.62,904.91,0,6,283.471
Coimbatore,1993,26.41,74.78,211.35,0,6,193.916
Chennai,2006,25.06,82.36,90.54,0,6,551.77
Allahabad,2003,31.44,76.75,44.61,1,6,444.88
Surat,2003,16.16,79.71,251.95,1,6,185.681
Amravati,2002,23.59,41.84,170.33,0,6,94.481
Erode,1996,25.2,66.5,232.75,0,6,126.101
Amravati,2004,23.49,33.71,208.73,1,6,85.465
Hubballi,2008,27.02,77.86,78.88,0,6,482.029
Akola,2024,24.32,39.42,242.51,1,6,166.949
Bareilly,2006,30.49,77.68,103.21,0,6,437.499
Howrah,2024,22.36,57.05,127.58,0,6,88.135
Udaipur,2008,23.86,54.43,318.26,0,6,211.495
Tiruchirappalli,2009,20.78,68.31,1187.9,0,6,231.119
Churu,2024,17.21,85.01,992.22,1,6,357.776
Murshidabad,2021,19.39,61.58,302.16,1,6,297.636
Erode,2013,28.82,61.37,167.96,0,6,196.896
Ahmedabad,2006,32.28,34.04,267.26,0,6,100.657
Adilabad,1996,21.51,34.89,215.94,0,6,62.808
Sivasagar,1990,28.28,42.53,202.76,0,6,41.477
Nadia,2024,23.54,40.68,14.9,1,6,107.116
Tiruchirappalli,2021,33.26,68.01,384.91,0,6,181.268
Chitradurga,2002,22.44,51.12,262.64,0,6,180.942
Anand,1995,26.65,82.09,0.0,0,6,282.376
Nalanda,2003,29.04,46.84,395.96,0,6,223.525
Medak,2004,27.64,83.52,43.08,1,6,406.073
Ajmer,1993,30.28,51.46,50.85,0,6,183.232
Jhansi,2005,22.05,86.2,20.99,1,6,426.385
Kalaburagi,2017,20.85,56.94,114.54,0,6,127.366
Chitradurga,2005,27.05,80.39,24.52,1,6,536.704
Mahbubnagar,1993,27.95,66.31,380.51,0,6,195.558
Ajmer,2015,30.02,48.0,258.79,0,6,127.985
Junagadh,2017,32.45,20.0,257.81,0,6,48.495
Darbhanga,2021,28.65,27.73,174.32,0,6,143.326
Goalpara,1991,16.07,68.72,2051.33,0,6,453.893
Durgapur,2020,29.66,82.03,0.0,1,6,566.899
Murshidabad,1992,23.41,88.6,19.77,1,6,452.229
Kutch,1997,26.13,41.93,225.32,0,6,113.188
Gandhinagar,2013,20.53,68.11,199.49,0,6,206.419
Karimnagar,2004,28.55,83.39,41.73,1,6,559.367
Chennai,2020,27.76,73.3,51.32,1,6,516.417
Lucknow,1998,21.45,59.95,255.69,0,6,250.624
Coimbatore,1991,17.62,70.19,448.28,1,6,228.676
Jalpaiguri,1997,24.59,50.8,424.15,0,6,227.088
Adilabad,1996,28.53,77.02,425.13,1,6,188.563
Hubballi,2005,30.11,48.82,357.76,1,6,137.633
Khammam,2024,31.14,36.66,11.61,0,6,112.684
Surat,2019,27.73,54.04,415.42,0,6,161.147
Jaipur,1999,29.91,46.3,113.68,0,6,121.632
Warangal,2007,30.85,48.72,187.75,0,6,117.108
Delhi,1994,19.57,59.34,739.26,0,6,449.731
Akola,2018,24.42,85.65,616.97,1,6,331.547
Jodhpur,2023,32.12,47.04,262.17,0,6,114.408
Bharatpur,2012,33.5,75.38,100.39,0,6,537.022
Alwar,1994,31.8,92.08,109.18,1,6,519.474
Arrah,2019,19.4,78.49,1414.27,0,6,398.181
Salem,1995,29.21,60.49,88.5,0,6,150.809
Pune,1993,19.37,72.44,280.51,1,6,197.75
Silchar,2018,16.67,91.15,978.23,1,6,384.605
Khammam,2012,31.03,85.29,65.98,1,6,453.567
Kolhapur,1995,30.88,84.72,72.04,1,6,441.849
Meerut,2021,21.92,52.65,153.62,0,6,119.498
Kalaburagi,2007,31.95,87.2,87.53,1,6,489.594
Nagaon,2004,30.74,54.37,653.0,1,6,215.439
Howrah,2021,31.35,82.08,60.75,0,6,428.728
Medak,1998,29.54,77.25,33.03,1,6,664.702
Kolkata,1999,29.52,84.66,82.24,0,6,518.932
Bikaner,2009,29.26,42.01,311.3,1,6,71.013
Tiruchirappalli,1995,18.1,73.21,1278.2,1,6,384.602
Nalanda,1992,23.41,59.74,998.6,0,6,339.216
Asansol,2000,24.95,79.93,510.82,0,6,180.397
Chitradurga,2006,16.47,73.8,21.15,1,6,503.994
Sivasagar,2021,32.48,49.28,193.52,0,6,94.002
Noida,1993,24.84,83.07,107.13,1,6,529.825
Howrah,1993,26.61,74.1,296.78,0,6,290.923
Gaya,2021,27.73,88.3,35.22,0,7,499.888
Vadodara,2022,35.66,90.51,9.23,1,7,650.078
Hubballi,1992,33.36,51.94,296.1,1,7,123.812
Udaipur,1998,34.41,58.16,316.26,0,7,127.398
Guwahati,1997,23.7,67.45,355.24,0,7,280.225
Chennai,2022,25.46,84.02,51.44,1,7,878.618
Varanasi,1995,31.86,84.6,48.94,0,7,714.389
Gorakhpur,1993,27.83,49.32,134.26,0,7,155.128
Bikaner,2002,30.77,32.2,0.0,0,7,58.645
Bikaner,1991,31.67,55.13,365.68,0,7,159.504
Bareilly,1994,25.17,77.45,1004.97,1,7,468.555
Anand,2016,23.06,61.59,423.24,1,7,318.152
Tiruchirappalli,2021,20.48,71.2,859.14,0,7,387.692
Nashik,2010,27.27,41.42,164.83,0,7,146.198
Coimbatore,1997,28.83,86.28,36.03,0,7,481.691
Bhagalpur,1997,29.2,51.51,270.59,1,7,258.625
Pune,1992,27.26,60.13,469.13,1,7,330.313
Bareilly,1992,32.93,52.12,320.0,1,7,189.299
Dindigul,2011,23.94,44.46,552.22,0,7,351.327
Rangareddy,1995,29.64,80.54,16.0,0,7,740.76
Pune,1991,31.11,67.41,273.48,1,7,273.383
Silchar,2012,26.87,74.69,48.42,0,7,519.698
Nalanda,1991,28.13,37.9,272.95,0,7,131.769
Chennai,2006,27.54,74.08,29.0,0,7,447.339
Karimnagar,2024,20.21,61.33,472.93,1,7,252.619
Kota,2023,34.54,40.14,263.61,0,7,206.593
Begusarai,2012,26.64,38.78,540.03,0,7,329.205
Coimbatore,2019,23.25,41.46,149.28,0,7,84.781
Jhansi,1997,18.72,83.32,334.69,1,7,499.947
Murshidabad,2011,31.93,85.8,78.95,0,7,598.347
Ahmedabad,1994,28.69,57.09,309.34,0,7,217.888
Katihar,2002,32.28,50.06,0.0,0,7,220.436
Howrah,2018,24.91,48.14,384.89,0,7,244.969
Surat,2020,15.66,69.82,1124.58,1,7,531.249
Nalanda,2005,13.64,82.78,782.52,0,7,374.977
Churu,2019,26.3,82.5,1622.49,1,7,482.19
Hubballi,2005,22.72,60.03,236.53,0,7,188.037
Dibrugarh,2001,27.65,56.18,370.26,1,7,144.257
Dibrugarh,2006,27.66,83.03,78.15,0,7,625.289
Durgapur,2005,28.75,77.59,71.51,0,7,531.853
Dibrugarh,2001,22.03,56.55,373.03,0,7,189.401
Patna,1997,31.11,47.32,409.91,0,7,255.458
Darbhanga,2009,28.92,79.38,32.17,1,7,658.611
Silchar,1992,31.68,76.95,14.11,1,7,440.892
Nashik,2005,22.06,34.97,370.03,0,7,143.116
Patna,2019,27.95,52.64,214.88,0,7,280.617
Kolhapur,2012,31.61,59.94,178.79,0,7,61.537
Chennai,2017,27.91,77.69,9.77,1,7,442.112
Jodhpur,1994,27.91,60.77,261.83,0,7,93.787
